supplier_id,timestamp,category,supplier_program,scope3_emissions,region,market_conditions,energy_mix,supplier_size,baseline_emissions,emission_factor,confidence_score
SUP-0939,2025-03-25,Cat4_Transport,0,-0.8,LATAM,0.53,0.22,large,923.0,0.12,0.89
SUP-0940,2024-10-12,Cat6_Business_Travel,0,9.8,EMEA,0.64,0.32,small,373.0,0.255,0.8
SUP-0941,2024-04-17,Cat4_Transport,1,-127.7,EU,0.5,0.54,large,1068.0,0.12,0.83
SUP-0942,2024-05-25,Cat1_Purchased_Goods,1,-45.6,APAC,0.68,0.17,medium,568.0,2.5,0.91
SUP-0943,2024-11-09,Cat6_Business_Travel,0,2.8,APAC,0.58,0.36,small,342.0,0.255,0.83
SUP-0944,2024-03-06,Cat1_Purchased_Goods,0,-15.7,APAC,0.84,0.37,small,374.0,2.5,0.76
SUP-0945,2025-04-22,Cat6_Business_Travel,0,-12.9,APAC,0.37,0.12,small,468.0,0.255,0.64
SUP-0946,2025-02-03,Cat11_Use_of_Products,1,-44.0,APAC,0.64,0.25,medium,214.0,1.8,0.88
SUP-0947,2025-01-30,Cat6_Business_Travel,1,-152.3,EU,0.31,0.35,large,1109.0,0.255,0.82
SUP-0948,2024-07-31,Cat11_Use_of_Products,0,11.1,EMEA,0.69,0.27,large,1415.0,1.8,0.98
SUP-0949,2024-05-31,Cat11_Use_of_Products,0,16.7,APAC,0.38,0.44,small,412.0,1.8,0.76
SUP-0950,2025-09-27,Cat1_Purchased_Goods,0,-6.7,APAC,0.7,0.16,medium,793.0,2.5,0.77
SUP-0951,2024-06-02,Cat4_Transport,0,0.1,EU,0.58,0.24,medium,834.0,0.12,0.83
SUP-0952,2025-05-14,Cat1_Purchased_Goods,1,-85.2,APAC,0.55,0.17,large,1196.0,2.5,0.85
SUP-0953,2025-09-25,Cat11_Use_of_Products,1,-88.7,LATAM,0.74,0.18,large,1056.0,1.8,0.89
SUP-0954,2025-06-20,Cat1_Purchased_Goods,1,-96.7,EU,0.72,0.33,medium,647.0,2.5,0.71
SUP-0955,2024-07-09,Cat11_Use_of_Products,1,-60.5,APAC,0.44,0.05,medium,744.0,1.8,0.9
SUP-0956,2025-07-15,Cat6_Business_Travel,1,-89.0,APAC,0.38,0.22,large,1072.0,0.255,0.74
SUP-0957,2025-11-13,Cat1_Purchased_Goods,0,12.2,EU,0.66,0.5,medium,827.0,2.5,0.81
SUP-0958,2024-01-03,Cat4_Transport,0,-5.5,APAC,0.71,0.37,small,153.0,0.12,0.88
SUP-0959,2025-12-20,Cat11_Use_of_Products,0,-11.3,EU,0.68,0.35,small,100.0,1.8,0.62
SUP-0960,2024-01-09,Cat6_Business_Travel,1,-50.1,APAC,0.66,0.23,medium,996.0,0.255,0.92
SUP-0961,2024-01-12,Cat1_Purchased_Goods,1,-89.8,APAC,0.77,0.28,large,1320.0,2.5,0.89
SUP-0962,2024-01-21,Cat4_Transport,0,10.8,NA,0.59,0.52,small,255.0,0.12,0.85
SUP-0963,2024-01-23,Cat1_Purchased_Goods,1,-34.3,APAC,0.34,0.54,small,526.0,2.5,0.81
SUP-0964,2025-05-17,Cat1_Purchased_Goods,1,-141.5,EU,0.67,0.54,large,1218.0,2.5,0.89
SUP-0965,2024-10-20,Cat1_Purchased_Goods,0,-6.5,EU,0.9,0.37,small,458.0,2.5,0.69
SUP-0966,2025-03-03,Cat4_Transport,0,8.6,EMEA,0.65,0.3,medium,402.0,0.12,0.74
SUP-0967,2024-07-19,Cat4_Transport,0,-1.1,EMEA,0.48,0.38,medium,963.0,0.12,0.81
SUP-0968,2025-12-05,Cat1_Purchased_Goods,0,9.9,EMEA,0.65,0.42,medium,832.0,2.5,0.71
SUP-0969,2025-09-04,Cat1_Purchased_Goods,1,-91.6,APAC,0.6,0.34,large,1162.0,2.5,0.78
SUP-0970,2025-12-24,Cat11_Use_of_Products,0,18.4,EMEA,0.62,0.67,medium,481.0,1.8,0.72
SUP-0971,2024-08-31,Cat6_Business_Travel,0,3.9,EMEA,0.47,0.46,medium,512.0,0.255,0.88
SUP-0972,2024-05-23,Cat6_Business_Travel,0,4.4,APAC,0.33,0.25,small,100.0,0.255,0.8
SUP-0973,2024-12-22,Cat4_Transport,0,14.5,APAC,0.74,0.14,small,353.0,0.12,0.8
SUP-0974,2025-12-18,Cat1_Purchased_Goods,1,-63.4,NA,0.64,0.34,medium,613.0,2.5,0.76
SUP-0975,2024-03-24,Cat4_Transport,1,-107.7,APAC,0.56,0.15,large,1149.0,0.12,0.98
SUP-0976,2025-12-06,Cat11_Use_of_Products,0,4.5,EU,0.66,0.43,large,1011.0,1.8,0.85
SUP-0977,2025-05-02,Cat6_Business_Travel,0,-17.7,APAC,0.49,0.1,medium,564.0,0.255,0.83
SUP-0978,2024-03-22,Cat4_Transport,0,-13.3,APAC,0.7,0.06,small,451.0,0.12,0.85
SUP-0979,2025-10-10,Cat1_Purchased_Goods,0,0.5,EU,0.66,0.49,medium,534.0,2.5,0.77
SUP-0980,2025-06-12,Cat6_Business_Travel,0,-13.0,EU,0.37,0.72,small,423.0,0.255,0.68
SUP-0981,2024-02-11,Cat6_Business_Travel,1,-71.7,APAC,0.66,0.13,medium,862.0,0.255,0.95
SUP-0982,2024-09-29,Cat11_Use_of_Products,1,-144.5,EU,0.73,0.54,large,969.0,1.8,0.87
SUP-0983,2024-07-22,Cat6_Business_Travel,0,-21.0,EMEA,0.53,0.4,small,408.0,0.255,0.8
SUP-0984,2025-02-16,Cat6_Business_Travel,1,-69.3,EMEA,0.51,0.47,medium,872.0,0.255,0.77
SUP-0985,2024-11-13,Cat6_Business_Travel,0,4.0,NA,0.44,0.56,small,248.0,0.255,0.78
SUP-0986,2024-09-03,Cat1_Purchased_Goods,1,-33.1,EU,0.81,0.6,small,472.0,2.5,0.78
SUP-0987,2025-12-15,Cat6_Business_Travel,1,-39.9,APAC,0.74,0.4,small,526.0,0.255,0.66
SUP-0988,2025-10-10,Cat1_Purchased_Goods,1,-62.3,APAC,0.62,0.21,medium,467.0,2.5,0.79
SUP-0989,2024-09-19,Cat4_Transport,0,-3.5,EMEA,0.59,0.49,medium,701.0,0.12,0.83
SUP-0990,2025-08-14,Cat11_Use_of_Products,0,-9.9,APAC,0.5,0.42,large,1100.0,1.8,0.83
SUP-0991,2024-04-22,Cat4_Transport,1,-56.9,LATAM,0.44,0.05,medium,442.0,0.12,0.94
SUP-0992,2025-05-25,Cat6_Business_Travel,0,-5.0,EMEA,0.66,0.37,small,100.0,0.255,0.76
SUP-0993,2024-03-23,Cat11_Use_of_Products,0,-12.0,LATAM,0.58,0.2,medium,662.0,1.8,0.87
SUP-0994,2024-06-20,Cat1_Purchased_Goods,0,-7.4,LATAM,0.73,0.36,medium,563.0,2.5,0.98
SUP-0995,2024-12-26,Cat1_Purchased_Goods,0,11.0,EU,0.62,0.21,small,154.0,2.5,0.84
SUP-0996,2025-04-30,Cat4_Transport,0,14.0,NA,0.41,0.28,small,360.0,0.12,0.74
SUP-0997,2025-06-05,Cat1_Purchased_Goods,1,-50.6,APAC,0.7,0.44,medium,1038.0,2.5,0.75
SUP-0998,2024-04-15,Cat1_Purchased_Goods,0,5.0,LATAM,0.86,0.43,small,152.0,2.5,0.78
SUP-0999,2024-11-26,Cat1_Purchased_Goods,1,-44.1,NA,0.49,0.43,medium,694.0,2.5,0.78
SUP-1000,2024-08-15,Cat6_Business_Travel,1,-49.1,APAC,0.54,0.17,medium,531.0,0.255,0.79
SUP-1001,2025-02-23,Cat11_Use_of_Products,0,13.7,APAC,0.56,0.45,medium,656.0,1.8,0.89
SUP-1002,2025-07-26,Cat11_Use_of_Products,1,-71.7,NA,0.44,0.44,medium,730.0,1.8,0.7
SUP-1003,2025-09-08,Cat6_Business_Travel,1,-82.8,LATAM,0.75,0.31,large,1180.0,0.255,0.83
SUP-1004,2025-02-06,Cat11_Use_of_Products,0,19.9,NA,0.65,0.22,small,531.0,1.8,0.77
SUP-1005,2025-05-01,Cat6_Business_Travel,0,8.3,EMEA,0.58,0.43,large,1113.0,0.255,0.89
SUP-1006,2024-12-06,Cat4_Transport,1,-156.1,EU,0.52,0.28,large,1141.0,0.12,0.83
SUP-1007,2024-11-28,Cat1_Purchased_Goods,0,-5.5,EMEA,0.86,0.43,medium,676.0,2.5,0.85
SUP-1008,2024-02-10,Cat6_Business_Travel,0,25.2,NA,0.51,0.38,medium,775.0,0.255,0.9
SUP-1009,2025-01-16,Cat1_Purchased_Goods,1,-83.8,APAC,0.74,0.35,large,948.0,2.5,0.86
SUP-1010,2024-12-22,Cat1_Purchased_Goods,0,11.5,APAC,0.49,0.05,small,249.0,2.5,0.75
SUP-1011,2025-06-10,Cat1_Purchased_Goods,0,-8.0,APAC,0.63,0.22,medium,778.0,2.5,0.71
SUP-1012,2024-09-21,Cat4_Transport,0,17.9,NA,0.64,0.44,medium,647.0,0.12,0.84
SUP-1013,2025-10-16,Cat6_Business_Travel,0,12.3,APAC,0.68,0.34,medium,958.0,0.255,0.73
SUP-1014,2025-06-01,Cat1_Purchased_Goods,0,31.3,NA,0.42,0.05,large,1365.0,2.5,0.8
SUP-1015,2024-10-26,Cat4_Transport,0,2.1,EMEA,0.54,0.54,large,1186.0,0.12,0.82
SUP-1016,2024-02-29,Cat4_Transport,0,17.1,EU,0.64,0.14,large,1212.0,0.12,0.94
SUP-1017,2025-02-08,Cat6_Business_Travel,1,-102.9,NA,0.55,0.59,large,1188.0,0.255,0.85
SUP-1018,2024-06-20,Cat4_Transport,0,-5.7,NA,0.5,0.37,small,483.0,0.12,0.8
SUP-1019,2025-09-05,Cat1_Purchased_Goods,0,4.7,APAC,0.47,0.25,small,353.0,2.5,0.7
SUP-1020,2024-01-10,Cat1_Purchased_Goods,1,-65.9,APAC,0.46,0.19,medium,554.0,2.5,0.93
SUP-1021,2024-01-08,Cat4_Transport,0,-2.2,NA,0.64,0.41,small,692.0,0.12,0.91
SUP-1022,2024-05-11,Cat1_Purchased_Goods,0,2.1,APAC,0.74,0.33,small,327.0,2.5,0.88
SUP-1023,2024-03-26,Cat4_Transport,0,-3.6,EMEA,0.52,0.31,small,165.0,0.12,0.87
SUP-1024,2024-04-22,Cat4_Transport,0,-1.4,NA,0.59,0.52,medium,592.0,0.12,0.81
SUP-1025,2025-11-15,Cat4_Transport,0,4.5,LATAM,0.36,0.2,small,128.0,0.12,0.71
SUP-1026,2024-11-02,Cat11_Use_of_Products,1,-53.0,APAC,0.55,0.31,medium,435.0,1.8,0.77
SUP-1027,2024-09-09,Cat1_Purchased_Goods,0,10.9,NA,0.76,0.14,large,1054.0,2.5,0.88
SUP-1028,2024-10-21,Cat1_Purchased_Goods,1,-136.9,NA,0.56,0.24,large,1224.0,2.5,0.83
SUP-1029,2024-02-05,Cat1_Purchased_Goods,1,-67.8,EMEA,0.58,0.38,medium,1007.0,2.5,0.86
SUP-1030,2025-01-02,Cat4_Transport,1,-132.2,EU,0.48,0.48,large,1167.0,0.12,0.86
SUP-1031,2024-02-19,Cat4_Transport,0,-7.1,NA,0.68,0.12,medium,617.0,0.12,0.88
SUP-1032,2025-07-19,Cat1_Purchased_Goods,1,-77.2,EU,0.62,0.41,medium,549.0,2.5,0.63
SUP-1033,2024-04-15,Cat6_Business_Travel,1,-137.4,EU,0.47,0.49,large,1219.0,0.255,0.93
SUP-1034,2024-01-31,Cat11_Use_of_Products,0,9.9,EU,0.32,0.36,small,314.0,1.8,0.74
SUP-1035,2024-12-16,Cat11_Use_of_Products,0,-4.5,APAC,0.87,0.26,large,1018.0,1.8,0.82
SUP-1036,2024-01-30,Cat6_Business_Travel,1,-53.3,LATAM,0.44,0.28,medium,956.0,0.255,0.88
SUP-1037,2025-03-24,Cat11_Use_of_Products,1,-115.0,NA,0.71,0.27,large,973.0,1.8,0.88
SUP-1038,2024-02-15,Cat11_Use_of_Products,0,4.3,EMEA,0.46,0.33,medium,469.0,1.8,0.8
SUP-1039,2025-04-17,Cat4_Transport,0,15.9,LATAM,0.78,0.49,large,939.0,0.12,0.78
SUP-1040,2024-05-10,Cat11_Use_of_Products,0,17.7,NA,0.66,0.4,medium,690.0,1.8,0.92
SUP-1041,2024-08-17,Cat4_Transport,0,5.8,EU,0.67,0.42,small,300.0,0.12,0.88
SUP-1042,2024-11-30,Cat4_Transport,0,22.1,LATAM,0.63,0.49,small,325.0,0.12,0.74
SUP-1043,2025-09-27,Cat4_Transport,1,-88.0,APAC,0.6,0.41,large,785.0,0.12,0.87
SUP-1044,2025-01-23,Cat4_Transport,0,9.7,EU,0.59,0.42,medium,658.0,0.12,0.82
SUP-1045,2024-08-19,Cat1_Purchased_Goods,1,-81.1,APAC,0.95,0.1,medium,650.0,2.5,0.81
SUP-1046,2025-06-27,Cat1_Purchased_Goods,1,-70.5,NA,0.48,0.4,medium,760.0,2.5,0.85
SUP-1047,2025-01-06,Cat6_Business_Travel,1,-112.9,NA,0.45,0.37,large,1013.0,0.255,0.84
SUP-1048,2024-02-25,Cat1_Purchased_Goods,1,-85.1,EU,0.52,0.54,medium,914.0,2.5,0.95
SUP-1049,2024-05-17,Cat4_Transport,0,22.5,NA,0.58,0.23,large,1039.0,0.12,0.93
SUP-1050,2025-12-26,Cat1_Purchased_Goods,0,0.4,LATAM,0.42,0.31,large,911.0,2.5,0.83
SUP-1051,2025-01-14,Cat6_Business_Travel,1,-89.3,NA,0.58,0.43,large,995.0,0.255,0.88
SUP-1052,2025-12-05,Cat1_Purchased_Goods,1,-71.6,NA,0.61,0.38,medium,773.0,2.5,0.72
SUP-1053,2025-09-11,Cat6_Business_Travel,1,-44.0,APAC,0.59,0.42,medium,519.0,0.255,0.64
SUP-1054,2024-12-04,Cat4_Transport,1,-135.2,EU,0.67,0.64,large,1219.0,0.12,0.84
SUP-1055,2024-03-12,Cat1_Purchased_Goods,1,-67.1,NA,0.76,0.14,medium,528.0,2.5,0.87
SUP-1056,2025-12-11,Cat1_Purchased_Goods,0,-18.6,APAC,0.69,0.24,medium,715.0,2.5,0.73
SUP-1057,2024-03-09,Cat4_Transport,0,-10.9,APAC,0.55,0.49,medium,682.0,0.12,0.84
SUP-1058,2024-04-25,Cat1_Purchased_Goods,0,0.2,LATAM,0.73,0.26,small,243.0,2.5,0.82
SUP-1059,2024-08-30,Cat1_Purchased_Goods,1,-53.1,EU,0.57,0.49,small,523.0,2.5,0.86
SUP-1060,2025-02-18,Cat1_Purchased_Goods,1,-98.1,NA,0.8,0.19,large,1169.0,2.5,0.71
SUP-1061,2025-06-11,Cat6_Business_Travel,1,-77.1,EMEA,0.55,0.44,large,847.0,0.255,0.9
SUP-1062,2025-07-10,Cat11_Use_of_Products,0,-25.8,LATAM,0.6,0.36,small,553.0,1.8,0.69
SUP-1063,2024-12-04,Cat1_Purchased_Goods,0,11.5,APAC,0.64,0.36,small,272.0,2.5,0.76
SUP-1064,2024-11-09,Cat1_Purchased_Goods,1,-96.2,LATAM,0.64,0.19,large,1281.0,2.5,0.85
SUP-1065,2024-12-02,Cat1_Purchased_Goods,0,14.6,APAC,0.57,0.28,medium,545.0,2.5,0.8
SUP-1066,2024-12-23,Cat1_Purchased_Goods,0,10.4,EU,0.74,0.63,medium,506.0,2.5,0.76
SUP-1067,2025-06-26,Cat11_Use_of_Products,0,26.3,EU,0.37,0.75,small,218.0,1.8,0.72
SUP-1068,2025-09-01,Cat1_Purchased_Goods,0,1.2,NA,0.51,0.35,medium,583.0,2.5,0.68
SUP-1069,2025-01-11,Cat1_Purchased_Goods,0,39.9,EU,0.49,0.41,medium,591.0,2.5,0.79
SUP-1070,2024-06-29,Cat6_Business_Travel,0,-20.3,NA,0.7,0.32,small,260.0,0.255,0.84
SUP-1071,2025-02-16,Cat4_Transport,1,-62.2,LATAM,0.67,0.47,large,1320.0,0.12,0.83
SUP-1072,2025-03-30,Cat1_Purchased_Goods,1,-100.2,EMEA,0.6,0.38,large,980.0,2.5,0.96
SUP-1073,2024-09-30,Cat1_Purchased_Goods,0,-5.2,EU,0.49,0.36,small,304.0,2.5,0.76
SUP-1074,2024-06-24,Cat1_Purchased_Goods,0,1.7,EU,0.75,0.48,medium,857.0,2.5,0.78
SUP-1075,2024-11-24,Cat11_Use_of_Products,0,0.8,LATAM,0.58,0.14,small,503.0,1.8,0.71
SUP-1076,2024-07-14,Cat1_Purchased_Goods,1,5.2,LATAM,0.65,0.41,small,508.0,2.5,0.86
SUP-1077,2024-03-10,Cat1_Purchased_Goods,1,-135.8,EMEA,0.53,0.27,large,1259.0,2.5,0.95
SUP-1078,2024-04-09,Cat4_Transport,0,-2.5,EU,0.64,0.35,medium,653.0,0.12,0.91
SUP-1079,2025-09-09,Cat6_Business_Travel,0,3.0,EMEA,0.65,0.46,large,1007.0,0.255,0.8
SUP-1080,2024-03-14,Cat6_Business_Travel,1,-91.3,APAC,0.55,0.29,large,1191.0,0.255,0.94
SUP-1081,2024-03-10,Cat11_Use_of_Products,0,4.8,NA,0.57,0.57,medium,544.0,1.8,0.9
SUP-1082,2025-12-28,Cat4_Transport,0,-11.6,EU,0.62,0.58,medium,696.0,0.12,0.84
SUP-1083,2025-12-21,Cat1_Purchased_Goods,0,30.5,EU,0.44,0.44,medium,544.0,2.5,0.67
SUP-1084,2025-04-19,Cat1_Purchased_Goods,0,0.1,APAC,0.6,0.2,small,100.0,2.5,0.72
SUP-1085,2025-06-19,Cat1_Purchased_Goods,0,-5.9,APAC,0.68,0.24,medium,755.0,2.5,0.81
SUP-1086,2025-01-10,Cat4_Transport,1,-142.9,EU,0.53,0.39,large,1196.0,0.12,0.86
SUP-1087,2024-09-30,Cat1_Purchased_Goods,1,-62.5,APAC,0.54,0.12,medium,640.0,2.5,0.91
SUP-1088,2025-11-01,Cat1_Purchased_Goods,1,-93.7,EMEA,0.48,0.27,large,1011.0,2.5,0.77
SUP-1089,2025-09-07,Cat1_Purchased_Goods,0,13.3,APAC,0.62,0.22,large,999.0,2.5,0.87
SUP-1090,2024-11-03,Cat1_Purchased_Goods,0,6.8,APAC,0.59,0.36,medium,689.0,2.5,0.73
SUP-1091,2024-08-03,Cat1_Purchased_Goods,1,-131.6,NA,0.45,0.16,large,1301.0,2.5,0.88
SUP-1092,2024-07-16,Cat11_Use_of_Products,1,-88.1,EU,0.67,0.47,medium,561.0,1.8,0.88
SUP-1093,2024-01-07,Cat6_Business_Travel,0,3.8,EU,0.68,0.55,small,389.0,0.255,0.86
SUP-1094,2025-06-17,Cat1_Purchased_Goods,1,-65.5,NA,0.49,0.44,medium,817.0,2.5,0.76
SUP-1095,2025-08-11,Cat11_Use_of_Products,0,22.6,EMEA,0.54,0.41,medium,861.0,1.8,0.67
SUP-1096,2025-09-30,Cat4_Transport,0,-6.1,LATAM,0.46,0.41,small,623.0,0.12,0.66
SUP-1097,2025-06-27,Cat4_Transport,1,-115.4,NA,0.53,0.38,large,1013.0,0.12,0.79
SUP-1098,2025-12-02,Cat4_Transport,0,-8.4,LATAM,0.8,0.32,medium,660.0,0.12,0.73
SUP-1099,2025-08-07,Cat6_Business_Travel,0,-13.6,EU,0.79,0.2,small,605.0,0.255,0.66
SUP-1100,2024-08-14,Cat6_Business_Travel,0,0.5,EMEA,0.5,0.36,medium,986.0,0.255,0.78
SUP-1101,2025-04-27,Cat4_Transport,1,-62.9,NA,0.74,0.61,medium,613.0,0.12,0.75
SUP-1102,2025-01-09,Cat1_Purchased_Goods,1,-105.3,APAC,0.56,0.23,large,1207.0,2.5,0.96
SUP-1103,2025-02-21,Cat4_Transport,0,11.4,LATAM,0.6,0.3,small,301.0,0.12,0.74
SUP-1104,2025-09-24,Cat6_Business_Travel,0,15.9,EU,0.56,0.41,medium,878.0,0.255,0.74
SUP-1105,2025-04-10,Cat11_Use_of_Products,0,-8.9,EMEA,0.54,0.59,small,261.0,1.8,0.7
SUP-1106,2024-09-20,Cat1_Purchased_Goods,0,36.1,EMEA,0.64,0.2,large,976.0,2.5,0.89
SUP-1107,2024-12-10,Cat1_Purchased_Goods,0,8.5,EU,0.53,0.26,small,185.0,2.5,0.73
SUP-1108,2024-10-09,Cat4_Transport,0,26.1,EU,0.67,0.24,medium,782.0,0.12,0.87
SUP-1109,2024-06-12,Cat6_Business_Travel,1,-90.9,APAC,0.29,0.35,large,1007.0,0.255,0.86
SUP-1110,2025-07-20,Cat1_Purchased_Goods,0,0.8,APAC,0.75,0.16,small,419.0,2.5,0.74
SUP-1111,2025-11-22,Cat1_Purchased_Goods,0,-3.1,EU,0.72,0.45,large,1329.0,2.5,0.78
SUP-1112,2024-01-05,Cat1_Purchased_Goods,0,-5.9,LATAM,0.73,0.15,small,427.0,2.5,0.85
SUP-1113,2025-07-21,Cat4_Transport,1,-55.6,APAC,0.5,0.29,medium,701.0,0.12,0.69
SUP-1114,2024-03-07,Cat4_Transport,1,-81.7,NA,0.53,0.2,medium,798.0,0.12,0.86
SUP-1115,2024-05-18,Cat11_Use_of_Products,0,25.7,EMEA,0.77,0.43,large,1070.0,1.8,0.9
SUP-1116,2024-10-04,Cat4_Transport,1,-74.2,NA,0.53,0.37,medium,918.0,0.12,0.83
SUP-1117,2024-11-17,Cat1_Purchased_Goods,0,6.4,APAC,0.61,0.26,medium,643.0,2.5,0.86
SUP-1118,2024-05-22,Cat11_Use_of_Products,1,-45.5,APAC,0.4,0.17,medium,769.0,1.8,0.82
SUP-1119,2025-05-23,Cat1_Purchased_Goods,0,2.4,EMEA,0.6,0.47,medium,838.0,2.5,0.76
SUP-1120,2024-05-31,Cat1_Purchased_Goods,1,-59.9,NA,0.6,0.31,medium,742.0,2.5,0.89
SUP-1121,2025-06-25,Cat1_Purchased_Goods,0,-0.7,NA,0.46,0.07,medium,716.0,2.5,0.77
SUP-1122,2024-11-15,Cat11_Use_of_Products,1,-22.1,LATAM,0.42,0.29,small,468.0,1.8,0.75
SUP-1123,2025-02-26,Cat1_Purchased_Goods,1,-131.1,EU,0.47,0.49,large,894.0,2.5,0.85
SUP-1124,2024-02-26,Cat1_Purchased_Goods,0,-8.1,NA,0.7,0.34,medium,786.0,2.5,0.94
SUP-1125,2024-05-06,Cat1_Purchased_Goods,0,6.9,EU,0.55,0.6,medium,484.0,2.5,0.91
SUP-1126,2025-04-18,Cat4_Transport,0,39.9,EU,0.7,0.45,medium,656.0,0.12,0.71
SUP-1127,2024-05-08,Cat6_Business_Travel,1,-88.1,LATAM,0.68,0.31,large,1068.0,0.255,0.94
SUP-1128,2024-07-10,Cat1_Purchased_Goods,1,-39.9,NA,0.63,0.37,medium,468.0,2.5,0.85
SUP-1129,2024-03-03,Cat1_Purchased_Goods,0,24.9,NA,0.67,0.44,small,453.0,2.5,0.86
SUP-1130,2025-05-31,Cat6_Business_Travel,0,14.9,EU,0.79,0.27,medium,677.0,0.255,0.76
SUP-1131,2025-03-06,Cat1_Purchased_Goods,0,10.2,NA,0.51,0.3,medium,846.0,2.5,0.74
SUP-1132,2024-10-23,Cat11_Use_of_Products,1,-71.0,EU,0.77,0.49,medium,537.0,1.8,0.78
SUP-1133,2024-01-20,Cat6_Business_Travel,0,-17.6,NA,0.78,0.42,small,537.0,0.255,0.87
SUP-1134,2024-11-27,Cat6_Business_Travel,1,-39.9,APAC,0.42,0.12,medium,550.0,0.255,0.72
SUP-1135,2025-02-02,Cat1_Purchased_Goods,1,-43.2,LATAM,0.6,0.26,medium,583.0,2.5,0.96
SUP-1136,2024-01-26,Cat11_Use_of_Products,0,13.3,EU,0.43,0.64,large,1007.0,1.8,0.95
SUP-1137,2025-06-11,Cat11_Use_of_Products,1,-42.9,EMEA,0.66,0.31,medium,539.0,1.8,0.79
SUP-1138,2024-03-18,Cat11_Use_of_Products,0,-22.6,LATAM,0.64,0.24,small,524.0,1.8,0.86
SUP-1139,2025-11-14,Cat4_Transport,0,2.0,EU,0.52,0.39,small,366.0,0.12,0.67
SUP-1140,2024-03-25,Cat11_Use_of_Products,1,-84.1,EU,0.83,0.27,medium,864.0,1.8,0.81
SUP-1141,2025-10-14,Cat4_Transport,1,-96.9,APAC,0.54,0.16,large,1247.0,0.12,0.92
SUP-1142,2025-01-29,Cat1_Purchased_Goods,0,-3.7,APAC,0.81,0.46,large,1005.0,2.5,0.86
SUP-1143,2025-11-24,Cat1_Purchased_Goods,1,-105.0,EU,0.34,0.58,medium,744.0,2.5,0.74
SUP-1144,2025-07-18,Cat1_Purchased_Goods,0,27.0,EU,0.51,0.49,small,430.0,2.5,0.71
SUP-1145,2024-06-07,Cat1_Purchased_Goods,0,3.3,NA,0.86,0.1,medium,462.0,2.5,0.73
SUP-1146,2025-04-30,Cat1_Purchased_Goods,1,-45.3,NA,0.71,0.31,small,760.0,2.5,0.77
SUP-1147,2025-02-16,Cat4_Transport,1,-77.0,APAC,0.66,0.33,large,1254.0,0.12,0.88
SUP-1148,2025-07-01,Cat11_Use_of_Products,1,-92.2,EU,0.68,0.39,medium,938.0,1.8,0.86
SUP-1149,2024-08-10,Cat6_Business_Travel,0,11.5,LATAM,0.66,0.31,small,446.0,0.255,0.75
SUP-1150,2025-04-10,Cat4_Transport,1,-132.9,EU,0.63,0.45,large,1128.0,0.12,0.93
SUP-1151,2024-06-15,Cat4_Transport,0,-3.6,APAC,0.75,0.2,medium,594.0,0.12,0.83
SUP-1152,2025-11-23,Cat1_Purchased_Goods,0,10.5,APAC,0.73,0.16,medium,758.0,2.5,0.7
SUP-1153,2024-06-11,Cat1_Purchased_Goods,0,10.8,APAC,0.72,0.25,medium,613.0,2.5,0.8
SUP-1154,2025-01-14,Cat11_Use_of_Products,1,-39.8,APAC,0.68,0.21,small,671.0,1.8,0.68
SUP-1155,2025-06-11,Cat6_Business_Travel,1,-124.7,NA,0.68,0.29,large,984.0,0.255,0.8
SUP-1156,2024-05-21,Cat1_Purchased_Goods,1,-54.7,APAC,0.5,0.11,medium,706.0,2.5,0.86
SUP-1157,2025-09-20,Cat4_Transport,1,-96.4,LATAM,0.45,0.22,large,1023.0,0.12,0.81
SUP-1158,2024-11-17,Cat4_Transport,0,23.8,APAC,0.64,0.36,small,421.0,0.12,0.77
SUP-1159,2025-11-16,Cat1_Purchased_Goods,0,13.2,NA,0.67,0.4,small,368.0,2.5,0.73
SUP-1160,2024-11-03,Cat4_Transport,1,-80.7,APAC,0.48,0.3,medium,904.0,0.12,0.77
SUP-1161,2024-05-06,Cat4_Transport,0,-9.4,NA,0.53,0.21,medium,536.0,0.12,0.86
SUP-1162,2025-10-31,Cat6_Business_Travel,1,-44.4,LATAM,0.36,0.3,medium,742.0,0.255,0.66
SUP-1163,2025-09-20,Cat1_Purchased_Goods,1,-67.4,APAC,0.47,0.36,medium,618.0,2.5,0.71
SUP-1164,2024-04-06,Cat1_Purchased_Goods,0,-6.1,EU,0.67,0.36,medium,767.0,2.5,0.8
SUP-1165,2024-04-23,Cat4_Transport,1,-63.3,EU,0.6,0.46,medium,808.0,0.12,0.82
SUP-1166,2025-10-18,Cat11_Use_of_Products,1,-91.0,NA,0.53,0.4,large,971.0,1.8,0.74
SUP-1167,2024-03-07,Cat11_Use_of_Products,1,-103.2,EU,0.82,0.13,medium,984.0,1.8,0.92
SUP-1168,2024-06-07,Cat1_Purchased_Goods,1,-93.5,EU,0.57,0.2,medium,848.0,2.5,0.9
SUP-1169,2025-05-17,Cat11_Use_of_Products,0,27.7,EMEA,0.53,0.39,large,1282.0,1.8,0.8
SUP-1170,2025-06-16,Cat6_Business_Travel,0,-8.6,APAC,0.73,0.49,medium,656.0,0.255,0.69
SUP-1171,2025-05-30,Cat6_Business_Travel,0,-16.2,APAC,0.55,0.23,large,1134.0,0.255,0.91
SUP-1172,2025-02-15,Cat1_Purchased_Goods,1,-61.4,EMEA,0.6,0.31,medium,862.0,2.5,0.89
